materials,property,LSm,HSm,dCSm,pCHa,FLs,ECSm,EISm,EASm,EFs,AEAHa,RSm,ARpHa,MdLSm,DSm,AqHa,ENSm,NdSm
BBNN-1-Co,0.39803,-3.9152,-3.9463,-1.6744,-2.07329,-4.0767,-5.1966,7.881,0.66,5.918,0.17487,1.35,0.681,5.1,8.9,-0.1389,1.88,7.0
BBNN-1-Cu,0.0247,-3.9515,-4.7251,-2.3336,-2.07329,-4.0767,-3.0383,7.727,1.227,5.918,0.17487,1.35,0.681,4.55,8.96,-0.1389,1.9,10.0
BBNN-1-Fe,-0.05371,-4.2604,-4.3671,-1.1981,-2.07329,-4.0767,-4.8008,7.903,0.163,5.918,0.17487,1.4,0.681,4.93,7.874,-0.1389,1.83,6.0
BBNN-1-Hf,-2.50408,-2.9349,-4.3792,2.1396,-2.07329,-4.0767,-6.4029,6.825,0.0,5.918,0.17487,1.55,0.681,3.55,13.31,-0.1389,1.3,2.0
BBNN-1-Ir,-0.75594,-4.9944,-5.0181,-2.4149,-2.07329,-4.0767,-7.0859,9.12,1.57,5.918,0.17487,1.35,0.681,5.55,22.56,-0.1389,2.2,7.0
BBNN-1-Mn,-0.22991,-3.4853,-4.3042,-0.5789,-2.07329,-4.0767,-3.1315,7.434,0.0,5.918,0.17487,1.4,0.681,4.45,7.47,-0.1389,1.55,5.0
BBNN-1-Ni,0.72943,-3.7066,-3.88,-1.5395,-2.07329,-4.0767,-4.4744,7.64,1.16,5.918,0.17487,1.35,0.681,5.2,8.908,-0.1389,1.91,8.0
BBNN-1-Pd,0.5893,-3.2381,-3.9768,-1.4843,-2.07329,-4.0767,-3.0964,8.337,0.557,5.918,0.17487,1.4,0.681,5.45,12.023,-0.1389,2.2,10.0
BBNN-1-Pt,0.47379,-4.9378,-5.5279,-2.3468,-2.07329,-4.0767,-4.9436,9.02,2.128,5.918,0.17487,1.35,0.681,5.65,21.45,-0.1389,2.28,9.0
BBNN-1-Rh,-0.21672,-3.2357,-3.9932,-1.7582,-2.07329,-4.0767,-5.4804,7.459,1.137,5.918,0.17487,1.35,0.681,5.4,12.45,-0.1389,2.28,8.0
BBNN-1-Ru,-0.492,-3.7016,-4.6195,-1.515,-2.07329,-4.0767,-6.5823,7.361,1.05,5.918,0.17487,1.3,0.681,5.4,12.37,-0.1389,2.2,7.0
BBNN-1-Sc,-1.79166,-3.2576,-3.8073,2.2982,-2.07329,-4.0767,-4.1601,6.562,0.188,5.918,0.17487,1.6,0.681,3.25,2.985,-0.1389,1.36,1.0
BBNN-1-Ti,-1.87962,-2.8395,-2.8715,1.57,-2.07329,-4.0767,-5.4049,6.828,0.079,5.918,0.17487,1.4,0.681,3.65,4.507,-0.1389,1.54,2.0
BBNN-1-Zn,0.65379,-0.6498,-5.8522,-6.6672,-2.07329,-4.0767,-0.717,9.394,0.0,5.918,0.17487,1.35,0.681,4.1,7.14,-0.1389,1.65,10.0
BBNN-1-Zr,-2.00726,-2.7471,-2.8313,1.7376,-2.07329,-4.0767,-6.2538,6.634,0.426,5.918,0.17487,1.55,0.681,3.4,6.511,-0.1389,1.33,2.0
BBCC-1-Ag,0.76336,-3.8403,-4.5659,-3.7706,-1.33806,-4.0424,-2.0183,7.576,1.302,8.30477,0.9359,1.6,0.7415,4.45,10.49,-0.90259,1.93,10.0
BBCC-1-Cd,0.37126,-0.7368,-5.4994,-7.6339,-1.33806,-4.0424,-0.3509,8.994,0.0,8.30477,0.9359,1.55,0.7415,4.05,8.65,-0.90259,1.69,10.0
BBCC-1-Co,0.134,-3.9152,-3.9463,-1.6744,-1.33806,-4.0424,-5.1966,7.881,0.66,8.30477,0.9359,1.35,0.7415,5.1,8.9,-0.90259,1.88,7.0
BBCC-1-Cr,-0.82627,-1.6383,-3.5634,-0.0056,-1.33806,-4.0424,-3.5882,6.767,0.666,8.30477,0.9359,1.4,0.7415,4.65,7.19,-0.90259,1.66,5.0
BBCC-1-Cu,0.62179,-3.9515,-4.7251,-2.3336,-1.33806,-4.0424,-3.0383,7.727,1.227,8.30477,0.9359,1.35,0.7415,4.55,8.96,-0.90259,1.9,10.0
BBCC-1-Fe,-0.17981,-4.2604,-4.3671,-1.1981,-1.33806,-4.0424,-4.8008,7.903,0.163,8.30477,0.9359,1.4,0.7415,4.93,7.874,-0.90259,1.83,6.0
BBCC-1-Hf,-1.84562,-2.9349,-4.3792,2.1396,-1.33806,-4.0424,-6.4029,6.825,0.0,8.30477,0.9359,1.55,0.7415,3.55,13.31,-0.90259,1.3,2.0
BBCC-1-Hg,0.19519,-0.7065,-6.681,-6.1561,-1.33806,-4.0424,0.3374,10.438,0.0,8.30477,0.9359,1.5,0.7415,4.2,13.534,-0.90259,2.0,10.0
BBCC-1-Ir,-0.20138,-4.9944,-5.0181,-2.4149,-1.33806,-4.0424,-7.0859,9.12,1.57,8.30477,0.9359,1.35,0.7415,5.55,22.56,-0.90259,2.2,7.0
BBCC-1-Mn,-0.44026,-3.4853,-4.3042,-0.5789,-1.33806,-4.0424,-3.1315,7.434,0.0,8.30477,0.9359,1.4,0.7415,4.45,7.47,-0.90259,1.55,5.0
BBCC-1-Mo,-0.97287,-1.7437,-4.5378,-0.1961,-1.33806,-4.0424,-5.705,7.092,0.745,8.30477,0.9359,1.45,0.7415,4.65,10.28,-0.90259,2.16,5.0
BBCC-1-Nb,-1.33819,-1.9019,-3.643,1.3534,-1.33806,-4.0424,-6.5678,6.759,0.892,8.30477,0.9359,1.45,0.7415,4.0,8.57,-0.90259,1.6,4.0
BBCC-1-Os,-0.75675,-4.6506,-5.2144,-1.7538,-1.33806,-4.0424,-7.8962,8.71,1.1,8.30477,0.9359,1.3,0.7415,5.4,22.59,-0.90259,2.2,6.0
BBCC-1-Pd,0.67459,-3.2381,-3.9768,-1.4843,-1.33806,-4.0424,-3.0964,8.337,0.557,8.30477,0.9359,1.4,0.7415,5.45,12.023,-0.90259,2.2,10.0
BBCC-1-Pt,0.3094,-4.9378,-5.5279,-2.3468,-1.33806,-4.0424,-4.9436,9.02,2.128,8.30477,0.9359,1.35,0.7415,5.65,21.45,-0.90259,2.28,9.0
BBCC-1-Rh,0.136,-3.2357,-3.9932,-1.7582,-1.33806,-4.0424,-5.4804,7.459,1.137,8.30477,0.9359,1.35,0.7415,5.4,12.45,-0.90259,2.28,8.0
BBCC-1-Ru,-0.22796,-3.7016,-4.6195,-1.515,-1.33806,-4.0424,-6.5823,7.361,1.05,8.30477,0.9359,1.3,0.7415,5.4,12.37,-0.90259,2.2,7.0
BBCC-1-Ta,-1.89976,-2.3395,-4.1118,1.7577,-1.33806,-4.0424,-7.9459,7.89,0.32,8.30477,0.9359,1.45,0.7415,4.05,16.65,-0.90259,1.5,3.0
BBCC-1-Tc,-0.59808,-3.0741,-4.8318,-0.4865,-1.33806,-4.0424,-6.4378,7.28,0.55,8.30477,0.9359,1.35,0.7415,5.3,11.5,-0.90259,1.9,5.0
BBCC-1-V,-1.10723,-1.7318,-2.8683,1.1689,-1.33806,-4.0424,-5.0589,6.746,0.524,8.30477,0.9359,1.35,0.7415,4.25,6.11,-0.90259,1.63,3.0
BBCC-1-Y,-0.79669,-2.4603,-3.602,2.5942,-1.33806,-4.0424,-4.2729,6.22,0.307,8.30477,0.9359,1.8,0.7415,3.2,4.472,-0.90259,1.22,1.0
BBCC-1-Zn,0.53596,-0.6498,-5.8522,-6.6672,-1.33806,-4.0424,-0.717,9.394,0.0,8.30477,0.9359,1.35,0.7415,4.1,7.14,-0.90259,1.65,10.0
BBCC-1-Zr,-1.46421,-2.7471,-2.8313,1.7376,-1.33806,-4.0424,-6.2538,6.634,0.426,8.30477,0.9359,1.55,0.7415,3.4,6.511,-0.90259,1.33,2.0
BBOO-1-Ag,0.38467,-3.8403,-4.5659,-3.7706,-3.99376,-3.8224,-2.0183,7.576,1.302,1.02342,0.86887,1.6,0.64,4.45,10.49,-0.19445,1.93,10.0
BBOO-1-Au,-0.14795,-5.2426,-5.9456,-3.2861,-3.99376,-3.8224,-2.4188,9.225,2.309,1.02342,0.86887,1.35,0.64,5.15,19.3,-0.19445,2.54,10.0
BBOO-1-Cd,0.69999,-0.7368,-5.4994,-7.6339,-3.99376,-3.8224,-0.3509,8.994,0.0,1.02342,0.86887,1.55,0.64,4.05,8.65,-0.19445,1.69,10.0
BBOO-1-Co,-0.57186,-3.9152,-3.9463,-1.6744,-3.99376,-3.8224,-5.1966,7.881,0.66,1.02342,0.86887,1.35,0.64,5.1,8.9,-0.19445,1.88,7.0
BBOO-1-Cu,-0.4831,-3.9515,-4.7251,-2.3336,-3.99376,-3.8224,-3.0383,7.727,1.227,1.02342,0.86887,1.35,0.64,4.55,8.96,-0.19445,1.9,10.0
BBOO-1-Fe,-0.88745,-4.2604,-4.3671,-1.1981,-3.99376,-3.8224,-4.8008,7.903,0.163,1.02342,0.86887,1.4,0.64,4.93,7.874,-0.19445,1.83,6.0
BBOO-1-Hg,0.05788,-0.7065,-6.681,-6.1561,-3.99376,-3.8224,0.3374,10.438,0.0,1.02342,0.86887,1.5,0.64,4.2,13.534,-0.19445,2.0,10.0
BBOO-1-Ir,-0.40377,-4.9944,-5.0181,-2.4149,-3.99376,-3.8224,-7.0859,9.12,1.57,1.02342,0.86887,1.35,0.64,5.55,22.56,-0.19445,2.2,7.0
BBOO-1-Mn,-0.62168,-3.4853,-4.3042,-0.5789,-3.99376,-3.8224,-3.1315,7.434,0.0,1.02342,0.86887,1.4,0.64,4.45,7.47,-0.19445,1.55,5.0
BBOO-1-Ni,0.19171,-3.7066,-3.88,-1.5395,-3.99376,-3.8224,-4.4744,7.64,1.16,1.02342,0.86887,1.35,0.64,5.2,8.908,-0.19445,1.91,8.0
BBOO-1-Pd,0.68415,-3.2381,-3.9768,-1.4843,-3.99376,-3.8224,-3.0964,8.337,0.557,1.02342,0.86887,1.4,0.64,5.45,12.023,-0.19445,2.2,10.0
BBOO-1-Pt,0.77536,-4.9378,-5.5279,-2.3468,-3.99376,-3.8224,-4.9436,9.02,2.128,1.02342,0.86887,1.35,0.64,5.65,21.45,-0.19445,2.28,9.0
BBOO-1-Rh,-0.2181,-3.2357,-3.9932,-1.7582,-3.99376,-3.8224,-5.4804,7.459,1.137,1.02342,0.86887,1.35,0.64,5.4,12.45,-0.19445,2.28,8.0
BBOO-1-Sc,-2.20257,-3.2576,-3.8073,2.2982,-3.99376,-3.8224,-4.1601,6.562,0.188,1.02342,0.86887,1.6,0.64,3.25,2.985,-0.19445,1.36,1.0
BBOO-1-Y,-2.21264,-2.4603,-3.602,2.5942,-3.99376,-3.8224,-4.2729,6.22,0.307,1.02342,0.86887,1.8,0.64,3.2,4.472,-0.19445,1.22,1.0
BBOO-1-Zn,-0.04121,-0.6498,-5.8522,-6.6672,-3.99376,-3.8224,-0.717,9.394,0.0,1.02342,0.86887,1.35,0.64,4.1,7.14,-0.19445,1.65,10.0
BBSS-1-Au,-0.19659,-5.2426,-5.9456,-3.2861,-2.67303,-3.4059,-2.4188,9.225,2.309,7.94236,1.17487,1.35,0.847,5.15,19.3,-2.67065,2.54,10.0
BBSS-1-Co,0.1222,-3.9152,-3.9463,-1.6744,-2.67303,-3.4059,-5.1966,7.881,0.66,7.94236,1.17487,1.35,0.847,5.1,8.9,-2.67065,1.88,7.0
BBSS-1-Cu,0.4655,-3.9515,-4.7251,-2.3336,-2.67303,-3.4059,-3.0383,7.727,1.227,7.94236,1.17487,1.35,0.847,4.55,8.96,-2.67065,1.9,10.0
BBSS-1-Fe,-0.28368,-4.2604,-4.3671,-1.1981,-2.67303,-3.4059,-4.8008,7.903,0.163,7.94236,1.17487,1.4,0.847,4.93,7.874,-2.67065,1.83,6.0
BBSS-1-Hg,0.22629,-0.7065,-6.681,-6.1561,-2.67303,-3.4059,0.3374,10.438,0.0,7.94236,1.17487,1.5,0.847,4.2,13.534,-2.67065,2.0,10.0
BBSS-1-Ir,-0.52828,-4.9944,-5.0181,-2.4149,-2.67303,-3.4059,-7.0859,9.12,1.57,7.94236,1.17487,1.35,0.847,5.55,22.56,-2.67065,2.2,7.0
BBSS-1-Ni,0.93854,-3.7066,-3.88,-1.5395,-2.67303,-3.4059,-4.4744,7.64,1.16,7.94236,1.17487,1.35,0.847,5.2,8.908,-2.67065,1.91,8.0
BBSS-1-Pd,0.82412,-3.2381,-3.9768,-1.4843,-2.67303,-3.4059,-3.0964,8.337,0.557,7.94236,1.17487,1.4,0.847,5.45,12.023,-2.67065,2.2,10.0
BBSS-1-Rh,-0.22189,-3.2357,-3.9932,-1.7582,-2.67303,-3.4059,-5.4804,7.459,1.137,7.94236,1.17487,1.35,0.847,5.4,12.45,-2.67065,2.28,8.0
BBSS-1-Ru,-0.18791,-3.7016,-4.6195,-1.515,-2.67303,-3.4059,-6.5823,7.361,1.05,7.94236,1.17487,1.3,0.847,5.4,12.37,-2.67065,2.2,7.0
BBSS-1-Sc,-1.25221,-3.2576,-3.8073,2.2982,-2.67303,-3.4059,-4.1601,6.562,0.188,7.94236,1.17487,1.6,0.847,3.25,2.985,-2.67065,1.36,1.0
BBSS-1-Zn,-0.00861,-0.6498,-5.8522,-6.6672,-2.67303,-3.4059,-0.717,9.394,0.0,7.94236,1.17487,1.35,0.847,4.1,7.14,-2.67065,1.65,10.0
PPBB-1-Ag,0.43105,-3.8403,-4.5659,-3.7706,-2.38321,-3.3258,-2.0183,7.576,1.302,8.56783,0.51137,1.6,0.9085,4.45,10.49,-2.82001,1.93,10.0
PPBB-1-Au,-0.02095,-5.2426,-5.9456,-3.2861,-2.38321,-3.3258,-2.4188,9.225,2.309,8.56783,0.51137,1.35,0.9085,5.15,19.3,-2.82001,2.54,10.0
PPBB-1-Cd,0.63364,-0.7368,-5.4994,-7.6339,-2.38321,-3.3258,-0.3509,8.994,0.0,8.56783,0.51137,1.55,0.9085,4.05,8.65,-2.82001,1.69,10.0
PPBB-1-Co,-0.01488,-3.9152,-3.9463,-1.6744,-2.38321,-3.3258,-5.1966,7.881,0.66,8.56783,0.51137,1.35,0.9085,5.1,8.9,-2.82001,1.88,7.0
PPBB-1-Cr,-0.87078,-1.6383,-3.5634,-0.0056,-2.38321,-3.3258,-3.5882,6.767,0.666,8.56783,0.51137,1.4,0.9085,4.65,7.19,-2.82001,1.66,5.0
PPBB-1-Cu,0.03194,-3.9515,-4.7251,-2.3336,-2.38321,-3.3258,-3.0383,7.727,1.227,8.56783,0.51137,1.35,0.9085,4.55,8.96,-2.82001,1.9,10.0
PPBB-1-Fe,-0.0207,-4.2604,-4.3671,-1.1981,-2.38321,-3.3258,-4.8008,7.903,0.163,8.56783,0.51137,1.4,0.9085,4.93,7.874,-2.82001,1.83,6.0
PPBB-1-Ir,-0.24727,-4.9944,-5.0181,-2.4149,-2.38321,-3.3258,-7.0859,9.12,1.57,8.56783,0.51137,1.35,0.9085,5.55,22.56,-2.82001,2.2,7.0
PPBB-1-Mo,-0.98933,-1.7437,-4.5378,-0.1961,-2.38321,-3.3258,-5.705,7.092,0.745,8.56783,0.51137,1.45,0.9085,4.65,10.28,-2.82001,2.16,5.0
PPBB-1-Ni,0.67589,-3.7066,-3.88,-1.5395,-2.38321,-3.3258,-4.4744,7.64,1.16,8.56783,0.51137,1.35,0.9085,5.2,8.908,-2.82001,1.91,8.0
PPBB-1-Pd,0.72356,-3.2381,-3.9768,-1.4843,-2.38321,-3.3258,-3.0964,8.337,0.557,8.56783,0.51137,1.4,0.9085,5.45,12.023,-2.82001,2.2,10.0
PPBB-1-Pt,0.28973,-4.9378,-5.5279,-2.3468,-2.38321,-3.3258,-4.9436,9.02,2.128,8.56783,0.51137,1.35,0.9085,5.65,21.45,-2.82001,2.28,9.0
PPBB-1-Ru,-0.04386,-3.7016,-4.6195,-1.515,-2.38321,-3.3258,-6.5823,7.361,1.05,8.56783,0.51137,1.3,0.9085,5.4,12.37,-2.82001,2.2,7.0
PPBB-1-Tc,-0.42944,-3.0741,-4.8318,-0.4865,-2.38321,-3.3258,-6.4378,7.28,0.55,8.56783,0.51137,1.35,0.9085,5.3,11.5,-2.82001,1.9,5.0
PPBB-1-Ti,-1.2071,-2.8395,-2.8715,1.57,-2.38321,-3.3258,-5.4049,6.828,0.079,8.56783,0.51137,1.4,0.9085,3.65,4.507,-2.82001,1.54,2.0
PPBB-1-V,-1.30393,-1.7318,-2.8683,1.1689,-2.38321,-3.3258,-5.0589,6.746,0.524,8.56783,0.51137,1.35,0.9085,4.25,6.11,-2.82001,1.63,3.0
PPBB-1-W,-1.5419,-2.6786,-4.0064,0.0262,-2.38321,-3.3258,-7.7397,7.98,0.815,8.56783,0.51137,1.35,0.9085,4.8,19.25,-2.82001,2.36,4.0
PPBB-1-Y,-1.31911,-2.4603,-3.602,2.5942,-2.38321,-3.3258,-4.2729,6.22,0.307,8.56783,0.51137,1.8,0.9085,3.2,4.472,-2.82001,1.22,1.0
PPBB-1-Zn,-0.04803,-0.6498,-5.8522,-6.6672,-2.38321,-3.3258,-0.717,9.394,0.0,8.56783,0.51137,1.35,0.9085,4.1,7.14,-2.82001,1.65,10.0
PPCC-1-Au,0.29536,-5.2426,-5.9456,-3.2861,-2.61466,-3.3424,-2.4188,9.225,2.309,9.50169,1.17053,1.35,0.811,5.15,19.3,-1.51934,2.54,10.0
PPCC-1-Cd,-0.0382,-0.7368,-5.4994,-7.6339,-2.61466,-3.3424,-0.3509,8.994,0.0,9.50169,1.17053,1.55,0.811,4.05,8.65,-1.51934,1.69,10.0
PPCC-1-Co,0.69406,-3.9152,-3.9463,-1.6744,-2.61466,-3.3424,-5.1966,7.881,0.66,9.50169,1.17053,1.35,0.811,5.1,8.9,-1.51934,1.88,7.0
PPCC-1-Cr,-0.88839,-1.6383,-3.5634,-0.0056,-2.61466,-3.3424,-3.5882,6.767,0.666,9.50169,1.17053,1.4,0.811,4.65,7.19,-1.51934,1.66,5.0
PPCC-1-Cu,0.04893,-3.9515,-4.7251,-2.3336,-2.61466,-3.3424,-3.0383,7.727,1.227,9.50169,1.17053,1.35,0.811,4.55,8.96,-1.51934,1.9,10.0
PPCC-1-Fe,0.0232,-4.2604,-4.3671,-1.1981,-2.61466,-3.3424,-4.8008,7.903,0.163,9.50169,1.17053,1.4,0.811,4.93,7.874,-1.51934,1.83,6.0
PPCC-1-Hf,-1.36098,-2.9349,-4.3792,2.1396,-2.61466,-3.3424,-6.4029,6.825,0.0,9.50169,1.17053,1.55,0.811,3.55,13.31,-1.51934,1.3,2.0
PPCC-1-Hg,0.16505,-0.7065,-6.681,-6.1561,-2.61466,-3.3424,0.3374,10.438,0.0,9.50169,1.17053,1.5,0.811,4.2,13.534,-1.51934,2.0,10.0
PPCC-1-Mn,-0.22487,-3.4853,-4.3042,-0.5789,-2.61466,-3.3424,-3.1315,7.434,0.0,9.50169,1.17053,1.4,0.811,4.45,7.47,-1.51934,1.55,5.0
PPCC-1-Mo,-1.19469,-1.7437,-4.5378,-0.1961,-2.61466,-3.3424,-5.705,7.092,0.745,9.50169,1.17053,1.45,0.811,4.65,10.28,-1.51934,2.16,5.0
PPCC-1-Nb,-1.52814,-1.9019,-3.643,1.3534,-2.61466,-3.3424,-6.5678,6.759,0.892,9.50169,1.17053,1.45,0.811,4.0,8.57,-1.51934,1.6,4.0
PPCC-1-Ni,0.18628,-3.7066,-3.88,-1.5395,-2.61466,-3.3424,-4.4744,7.64,1.16,9.50169,1.17053,1.35,0.811,5.2,8.908,-1.51934,1.91,8.0
PPCC-1-Pd,0.25186,-3.2381,-3.9768,-1.4843,-2.61466,-3.3424,-3.0964,8.337,0.557,9.50169,1.17053,1.4,0.811,5.45,12.023,-1.51934,2.2,10.0
PPCC-1-Pt,0.15166,-4.9378,-5.5279,-2.3468,-2.61466,-3.3424,-4.9436,9.02,2.128,9.50169,1.17053,1.35,0.811,5.65,21.45,-1.51934,2.28,9.0
PPCC-1-Rh,-0.1043,-3.2357,-3.9932,-1.7582,-2.61466,-3.3424,-5.4804,7.459,1.137,9.50169,1.17053,1.35,0.811,5.4,12.45,-1.51934,2.28,8.0
PPCC-1-Ta,-1.95691,-2.3395,-4.1118,1.7577,-2.61466,-3.3424,-7.9459,7.89,0.32,9.50169,1.17053,1.45,0.811,4.05,16.65,-1.51934,1.5,3.0
PPCC-1-Tc,-1.04548,-3.0741,-4.8318,-0.4865,-2.61466,-3.3424,-6.4378,7.28,0.55,9.50169,1.17053,1.35,0.811,5.3,11.5,-1.51934,1.9,5.0
PPCC-1-Ti,-1.56005,-2.8395,-2.8715,1.57,-2.61466,-3.3424,-5.4049,6.828,0.079,9.50169,1.17053,1.4,0.811,3.65,4.507,-1.51934,1.54,2.0
PPCC-1-V,-1.46779,-1.7318,-2.8683,1.1689,-2.61466,-3.3424,-5.0589,6.746,0.524,9.50169,1.17053,1.35,0.811,4.25,6.11,-1.51934,1.63,3.0
PPCC-1-Zr,-0.98022,-2.7471,-2.8313,1.7376,-2.61466,-3.3424,-6.2538,6.634,0.426,9.50169,1.17053,1.55,0.811,3.4,6.511,-1.51934,1.33,2.0
PPNN-1-Ag,0.6905,-3.8403,-4.5659,-3.7706,-4.08175,-3.081,-2.0183,7.576,1.302,5.46844,0.4095,1.6,0.7505,4.45,10.49,-0.25376,1.93,10.0
PPNN-1-Cd,0.61026,-0.7368,-5.4994,-7.6339,-4.08175,-3.081,-0.3509,8.994,0.0,5.46844,0.4095,1.55,0.7505,4.05,8.65,-0.25376,1.69,10.0
PPNN-1-Fe,0.06123,-4.2604,-4.3671,-1.1981,-4.08175,-3.081,-4.8008,7.903,0.163,5.46844,0.4095,1.4,0.7505,4.93,7.874,-0.25376,1.83,6.0
PPNN-1-Hf,-2.03896,-2.9349,-4.3792,2.1396,-4.08175,-3.081,-6.4029,6.825,0.0,5.46844,0.4095,1.55,0.7505,3.55,13.31,-0.25376,1.3,2.0
PPNN-1-Hg,-0.08111,-0.7065,-6.681,-6.1561,-4.08175,-3.081,0.3374,10.438,0.0,5.46844,0.4095,1.5,0.7505,4.2,13.534,-0.25376,2.0,10.0
PPNN-1-Ir,0.44948,-4.9944,-5.0181,-2.4149,-4.08175,-3.081,-7.0859,9.12,1.57,5.46844,0.4095,1.35,0.7505,5.55,22.56,-0.25376,2.2,7.0
PPNN-1-Mn,-0.17184,-3.4853,-4.3042,-0.5789,-4.08175,-3.081,-3.1315,7.434,0.0,5.46844,0.4095,1.4,0.7505,4.45,7.47,-0.25376,1.55,5.0
PPNN-1-Pd,0.41032,-3.2381,-3.9768,-1.4843,-4.08175,-3.081,-3.0964,8.337,0.557,5.46844,0.4095,1.4,0.7505,5.45,12.023,-0.25376,2.2,10.0
PPNN-1-Pt,-0.46578,-4.9378,-5.5279,-2.3468,-4.08175,-3.081,-4.9436,9.02,2.128,5.46844,0.4095,1.35,0.7505,5.65,21.45,-0.25376,2.28,9.0
PPNN-1-Rh,0.70489,-3.2357,-3.9932,-1.7582,-4.08175,-3.081,-5.4804,7.459,1.137,5.46844,0.4095,1.35,0.7505,5.4,12.45,-0.25376,2.28,8.0
PPNN-1-Sc,-1.48154,-3.2576,-3.8073,2.2982,-4.08175,-3.081,-4.1601,6.562,0.188,5.46844,0.4095,1.6,0.7505,3.25,2.985,-0.25376,1.36,1.0
PPNN-1-Y,-1.56848,-2.4603,-3.602,2.5942,-4.08175,-3.081,-4.2729,6.22,0.307,5.46844,0.4095,1.8,0.7505,3.2,4.472,-0.25376,1.22,1.0
PPNN-1-Zn,-0.33292,-0.6498,-5.8522,-6.6672,-4.08175,-3.081,-0.717,9.394,0.0,5.46844,0.4095,1.35,0.7505,4.1,7.14,-0.25376,1.65,10.0
PPNN-1-Zr,-1.5871,-2.7471,-2.8313,1.7376,-4.08175,-3.081,-6.2538,6.634,0.426,5.46844,0.4095,1.55,0.7505,3.4,6.511,-0.25376,1.33,2.0
PPOO-1-Ag,-0.37791,-3.8403,-4.5659,-3.7706,-6.16306,-2.4907,-2.0183,7.576,1.302,3.85162,1.1035,1.6,0.7095,4.45,10.49,-0.85459,1.93,10.0
PPOO-1-Au,-0.08769,-5.2426,-5.9456,-3.2861,-6.16306,-2.4907,-2.4188,9.225,2.309,3.85162,1.1035,1.35,0.7095,5.15,19.3,-0.85459,2.54,10.0
PPOO-1-Cd,0.21552,-0.7368,-5.4994,-7.6339,-6.16306,-2.4907,-0.3509,8.994,0.0,3.85162,1.1035,1.55,0.7095,4.05,8.65,-0.85459,1.69,10.0
PPOO-1-Co,-0.18249,-3.9152,-3.9463,-1.6744,-6.16306,-2.4907,-5.1966,7.881,0.66,3.85162,1.1035,1.35,0.7095,5.1,8.9,-0.85459,1.88,7.0
PPOO-1-Fe,-0.53093,-4.2604,-4.3671,-1.1981,-6.16306,-2.4907,-4.8008,7.903,0.163,3.85162,1.1035,1.4,0.7095,4.93,7.874,-0.85459,1.83,6.0
PPOO-1-Hg,-1.49258,-0.7065,-6.681,-6.1561,-6.16306,-2.4907,0.3374,10.438,0.0,3.85162,1.1035,1.5,0.7095,4.2,13.534,-0.85459,2.0,10.0
PPOO-1-Ir,-0.02054,-4.9944,-5.0181,-2.4149,-6.16306,-2.4907,-7.0859,9.12,1.57,3.85162,1.1035,1.35,0.7095,5.55,22.56,-0.85459,2.2,7.0
PPOO-1-Rh,0.36632,-3.2357,-3.9932,-1.7582,-6.16306,-2.4907,-5.4804,7.459,1.137,3.85162,1.1035,1.35,0.7095,5.4,12.45,-0.85459,2.28,8.0
PPOO-1-Sc,-1.49755,-3.2576,-3.8073,2.2982,-6.16306,-2.4907,-4.1601,6.562,0.188,3.85162,1.1035,1.6,0.7095,3.25,2.985,-0.85459,1.36,1.0
PPOO-1-Y,-1.59005,-2.4603,-3.602,2.5942,-6.16306,-2.4907,-4.2729,6.22,0.307,3.85162,1.1035,1.8,0.7095,3.2,4.472,-0.85459,1.22,1.0
PPOO-1-Zn,0.17188,-0.6498,-5.8522,-6.6672,-6.16306,-2.4907,-0.717,9.394,0.0,3.85162,1.1035,1.35,0.7095,4.1,7.14,-0.85459,1.65,10.0
SSCC-1-Ag,-0.08604,-3.8403,-4.5659,-3.7706,-3.64203,-3.1765,-2.0183,7.576,1.302,9.66138,1.83403,1.6,0.7495,4.45,10.49,-0.77023,1.93,10.0
SSCC-1-Au,-0.52559,-5.2426,-5.9456,-3.2861,-3.64203,-3.1765,-2.4188,9.225,2.309,9.66138,1.83403,1.35,0.7495,5.15,19.3,-0.77023,2.54,10.0
SSCC-1-Cd,0.29302,-0.7368,-5.4994,-7.6339,-3.64203,-3.1765,-0.3509,8.994,0.0,9.66138,1.83403,1.55,0.7495,4.05,8.65,-0.77023,1.69,10.0
SSCC-1-Co,0.64698,-3.9152,-3.9463,-1.6744,-3.64203,-3.1765,-5.1966,7.881,0.66,9.66138,1.83403,1.35,0.7495,5.1,8.9,-0.77023,1.88,7.0
SSCC-1-Cr,-0.55143,-1.6383,-3.5634,-0.0056,-3.64203,-3.1765,-3.5882,6.767,0.666,9.66138,1.83403,1.4,0.7495,4.65,7.19,-0.77023,1.66,5.0
SSCC-1-Cu,0.85755,-3.9515,-4.7251,-2.3336,-3.64203,-3.1765,-3.0383,7.727,1.227,9.66138,1.83403,1.35,0.7495,4.55,8.96,-0.77023,1.9,10.0
SSCC-1-Fe,-0.60824,-4.2604,-4.3671,-1.1981,-3.64203,-3.1765,-4.8008,7.903,0.163,9.66138,1.83403,1.4,0.7495,4.93,7.874,-0.77023,1.83,6.0
SSCC-1-Hf,-1.65622,-2.9349,-4.3792,2.1396,-3.64203,-3.1765,-6.4029,6.825,0.0,9.66138,1.83403,1.55,0.7495,3.55,13.31,-0.77023,1.3,2.0
