Name,Metal,dE_OOH,dE_O2
V_B2C1N1-hex,V,-1.3323813325757925,-0.052665026007540305
Ru_C2P2-hex,Ru,-1.7650727732881961,-1.8303313432134392
Ru_C2P2-pen,Ru,-1.5140674631265512,-0.3290062774024509
Zn_C2O1P1-pen,Zn,-1.6235467067575229,-0.6675753563402882
Zn_B1C1N1P1,Zn,-1.1492027417242099,-1.8473115855267483
Y_C3O1,Y,-2.405780812798369,-1.1534059241836108
Co_B3O1,Co,-1.5734272377555527,-1.7313848118269366
Au_B2P1S1-opp,Au,-2.460678991492742,-1.5404302682754096
Y_S4,Y,-2.9324548391762306,-2.3536366357582583
Cu_B1N1S2-pen,Cu,-1.2644865007994923,-1.8879150216966796
Hg_B1C1O1S1,Hg,-1.2765861343592775,-0.10135868677745385
Mo_N2O1S1-opp,Mo,-0.7423895754260599,-0.34923049678654117
Cu_B1N1S2-hex,Cu,-1.1763578226067608,-1.230874671500354
Y_B1C1O2-pen,Y,-2.6794935593325278,-2.1843206480261674
Ir_B1N1P1S1,Ir,-2.0635026336469338,-1.3482506506959826
Y_B1C1O2-hex,Y,-2.6341983774099305,-2.2024497431804466
Mn_N1O1S2-pen,Mn,-1.5106986995821359,-0.6663623637182727
Pd_C3,Pd,-1.2452438454306076,-0.3628268098009162
Mn_N1O1S2-hex,Mn,-1.5701838087275775,-0.6318085777416886
Tl_B3P1,Tl,-1.028170774003243,-0.12316202876307081
Ru_C3,Ru,-2.5381279740339124,-1.3781027323770818
Pd_B1C1N2-opp,Pd,-0.9722677695961153,-0.22182487145361485
Rh_N1O1S1,Rh,-1.4669364234273559,-0.5909279676792298
Cd_C1N2P1-hex,Cd,-1.4509918210599864,-0.30055177333938765
Cd_C1N2P1-pen,Cd,-1.295504384424774,-0.17333578552033124
Ag_C2S1,Ag,-1.2572262887548646,-0.3201023445124438
Ru_B1N1P1S1,Ru,-1.923288418212465,-1.7729504138042476
Pd_C1N2P1-opp,Pd,-0.9963415093299801,-1.1052771851011958
Ir_C1O1S2-hex,Ir,-2.30033737781595,-1.6877643420611808
Pt_N1P1S2-hex,Pt,-1.6280429228065287,-0.6398078922734758
Ir_C1O1S2-pen,Ir,-2.253095634719287,-2.021791102883677
Ni_B2O2-pen,Ni,-1.0668636194987613,-1.4945360564126222
Mn_B1C1S1,Mn,-1.1117557553857438,-0.050687940483991056
Zn_B1C2O1-pen,Zn,-1.385290676582045,-1.364659008167033
Cu_N2P1S1-pen,Cu,-1.3080369052903649,-0.309182330440402
Cd_C1N1O1S1,Cd,-1.6061996568042929,-0.46187778292236636
Cu_B1N1O1S1,Cu,-1.5229607160249117,-1.7250617229078475
Ir_C1N1P1S1,Ir,-2.1949357318523113,-1.5300152115987462
Ir_B1O1S2-opp,Ir,-2.81715916299369,-2.3282910139513238
Ir_C2P2-pen,Ir,-2.21268385667328,-1.4618927648192344
Cu_B1O1S2-hex,Cu,-1.397060184920079,-2.222514669959688
Cu_B1O1S2-pen,Cu,-1.59739705257347,-2.1190326085553384
Cd_B2S2-opp,Cd,-1.3267341797735668,-0.30744725861567623
Cr_B1N3,Cr,-1.343885533085043,-1.817382895778545
Pt_B3,Pt,-1.0969028290601983,-0.6423403300435471
Tl_C1O1S1,Tl,-1.527623328005589,-0.4824263947399263
Cu_C2S2-opp,Cu,-1.129892485809151,-0.1995590601943409
Cd_N2O1P1-hex,Cd,-1.6122586068944003,-0.4566681333534266
Cd_N2O1P1-pen,Cd,-1.6598772103265702,-0.5455515697243332
Pd_N2O1P1-opp,Pd,-1.378126158869705,-0.4261434764925216
Cu_C1O2P1-hex,Cu,-1.57264675940975,-0.4417872116774024
Rh_N1O1P1S1,Rh,-1.873821317846435,-1.1118675448039799
Mn_C2S1,Mn,-0.9024233608086689,0.13127193402683268
Nb_C1O1S1,Nb,-2.411364546267251,-0.6657075974899644
Pd_B1C2S1-pen,Pd,-1.031646203676715,-0.14772720166187447
Tl_O1P1S1,Tl,-1.3428395139966511,-0.45939955011247413
Fe_C1N1O2-pen,Fe,-1.7875260899405845,-0.7562934289401628
Ag_P3,Ag,-1.484582948786695,-0.572013832373651
Fe_C1N1O2-hex,Fe,-1.7640686172920397,-0.7964781925403859
Co_B1C2,Co,-1.4741431276357986,-0.24326843209949267
Y_O1P1S2-opp,Y,-2.6361073247305313,-1.009151106146172
Re_N2S2-opp,Re,-2.3006423368057796,-1.2271150363083994
Zn_O1P2,Zn,-1.2320769684925068,-0.24597691151977052
Au_C2O2-opp,Au,-1.1880740412980373,-0.10505649137551565
Cu_B1C1P2-pen,Cu,-1.2604572037913755,-0.12917041281023423
Nb_C1O1S2-pen,Nb,-2.958630187434963,-2.8974831860493655
Y_B1N3,Y,-2.28908400749863,-1.4130431195085666
Fe_C2O1P1-hex,Fe,-1.1044720210544625,-0.018055181010121046
Sc_O2S2-opp,Sc,-2.9513789281363216,-2.967652563771404
Ru_B1N2,Ru,-2.684015605690277,-1.5495969792901096
Au_C1O3,Au,-1.974249103151763,-0.4513171986133475
Ir_B1N2P1-hex,Ir,-1.8854626330704747,-0.8798249633909823
Ir_B1N2P1-pen,Ir,-1.745923284025892,-0.7595271259382148
Tc_N1P2S1-hex,Tc,-2.7812124738967015,-2.220645948517907
Rh_O1S2,Rh,-1.8221831304607718,-1.5042973272397635
Zn_O3,Zn,-2.19933592962731,-1.1954488662318372
Au_B1P3,Au,-1.1077048996141485,-0.3556325477162918
Pd_O2P1S1-pen,Pd,-1.2451531440668901,0.11371869836690074
Pd_O2P1S1-hex,Pd,-1.0049436406076353,-0.6801276893068948
Pd_B1O1S2-opp,Pd,-1.3376097685907808,-0.7276818460098102
Zn_O4,Zn,-2.453218515620577,-1.4723055333752004
Hg_C2P1S1-pen,Hg,-1.3305855926159467,-0.20750007977214047
Hg_C2P1S1-hex,Hg,-1.3199702289927728,-0.18523721480441147
Pt_B1C1O2-hex,Pt,-2.517788128479097,-1.5556930224668495
Pt_C1N2O1-hex,Pt,-1.516924710520314,-0.6334954096946408
Cu_C1P2S1-pen,Cu,-1.3526426936374634,-0.3942986007292948
Pt_C1N2O1-pen,Pt,-1.5191711419365248,-0.6252057974636305
Cu_C1P2S1-hex,Cu,-1.5367239323117161,-0.4620918077683118
Au_N1O2P1-hex,Au,-1.563128746911005,-0.4976962387923809
Zn_N1P2S1-hex,Zn,-1.9744870346624595,-2.6473672523840523
Au_B1O1S1,Au,-1.3333546269823415,-0.2352875344840104
Mn_P2S2-opp,Mn,-1.732873816002396,-0.24284695073405693
Zn_N1P2S1-pen,Zn,-1.461402265220002,-0.250414183576007
Ir_C1P2S1-opp,Ir,-2.480431227930538,-1.698142025385076
Hg_B1C1N1S1,Hg,-1.2967654914857718,-0.12972764271834514
Y_C3P1,Y,-2.337222149777361,-1.3606932099703304
Ag_P2S2-pen,Ag,-1.3993795544178766,-0.5265288788263351
Ag_P2S2-hex,Ag,-1.3691408577301019,-0.4629470327631484
Mn_C2N1S1-opp,Mn,-0.8790963043200719,0.18692104980865132
Pd_B1O2S1-hex,Pd,-1.6636168325071168,-0.8818993792600995
Pd_B1O2S1-pen,Pd,-1.5615410153180989,-0.776023903092474
Co_C3,Co,-1.3288264078368144,-0.09299364831404411
Cd_C1O2S1-pen,Cd,-1.6886570256157398,-0.554721670484108
Cd_C1O2S1-hex,Cd,-1.7387607642376253,-0.58902842393932
Cr_B2S2-hex,Cr,-1.4688717684421277,-0.5681485450905175
Cr_B2S2-pen,Cr,-1.3837770956431115,-0.5820309320142574
Au_B2N1S1-opp,Au,-1.1839987559167895,-1.2721639310721944
Cu_N1O1P1,Cu,-1.786007598948359,-0.6653044520710782
W_C1O2S1-opp,W,-0.6380416886108975,-2.01114472613987
Ru_C2N1S1-opp,Ru,-1.6396242934981302,-0.5391377441365908
Rh_N1P3,Rh,-1.6666439821316459,-1.2611367417662027
Cu_B1N2,Cu,-1.588095601083026,-0.5127631595023363
Mo_C1O1S2-hex,Mo,-1.2795572510123208,-0.4121051637210176
Cr_C3P1,Cr,-1.0724193451889192,-0.16974083976195153
Pd_B1N2S1-pen,Pd,-1.0644499492016308,-0.0967119950763422
Fe_O3P1,Fe,-1.9376751473118503,-0.9704594799546644
Pd_B1N2S1-hex,Pd,-1.357139055908263,-0.5047701701630363
Tc_N1O1P2-opp,Tc,-2.237439006380683,-1.9902877797158371
Fe_N1O2S1-hex,Fe,-1.863930464875935,-0.9318640530240518
Fe_N1O2S1-pen,Fe,-1.7673327165944244,-0.8799841169971874
Fe_B1C1O2-opp,Fe,-1.697411902871707,-2.461651995983951
Ru_B2O1S1-hex,Ru,-2.28925717642052,-1.1576629400376905
Os_C1N1S2-hex,Os,-2.938053867564136,-1.949555676783783
V_C2N2-opp,V,-1.351085696607086,-0.061206512366689836
Sc_C1P2S1-pen,Sc,-2.4755350634450934,-1.1784783683399755
Sc_C1P2S1-hex,Sc,-2.706990589481407,-1.4675826703276957
Cd_C1P1S2-opp,Cd,-1.417190066127901,-0.3778296433232331
Mn_B2S1,Mn,-1.1683281443574884,-0.022200090438142084
W_C2N1,W,-0.36294957920468107,-2.049936204083261
Cr_P2S2-hex,Cr,-0.3472474867825923,0.3357598771212533
Ru_C2P1,Ru,-1.950945094701595,-0.7820380609952995
Cr_P2S2-pen,Cr,-0.598714483902782,0.047513591839978275
Ru_B1C3,Ru,-1.7732058359676017,-0.5611521300076934
Co_C2O1P1-opp,Co,-1.022089626470816,-0.05128462930563593
Zn_B2P2-hex,Zn,-1.5547072923606748,-0.1271905810437861
Zn_B2P2-pen,Zn,-1.6639809638190428,-0.26638938997664674
Pd_C3O1,Pd,-1.2519306601307818,-0.561182762151228
Re_N2P2-opp,Re,-2.80170316451661,-1.5710325971303778
Re_N1O1S1,Re,-2.6501744488217724,-1.195945947924864
Y_C2O1P1-opp,Y,-2.4780630093282667,-1.901326004036756
Sc_B1C1P2-pen,Sc,-2.4417398879920853,-2.5424879369327105
Cd_C1N1P2-opp,Cd,-1.5004554189344645,-0.38130750134545544
Tl_O1S3,Tl,-0.9601814206697696,-0.21568540684959636
W_C2N1O1-hex,W,-0.9196112468327016,-2.9701808133928953
Pd_P3S1,Pd,-0.9966012643993878,-0.06562203230337538
Pd_N1P2,Pd,-1.6046204791599195,-0.7951739353484673
Sc_O2P2-opp,Sc,-2.8273083052652765,-2.879661951579502
Mn_N1O2S1-opp,Mn,-1.7571184921510081,-0.9538866102775874
Mn_P3S1,Mn,-1.3051774912864431,0.03172863098531842
Y_C1N1O2-opp,Y,-2.4513004831698737,-1.7308615360911777
Fe_O1P1S2-pen,Fe,-0.8894635987758335,0.14128804403590856
Zn_P3S1,Zn,-1.7089189556960633,-0.34464740776489045
Cd_C1O1P2-opp,Cd,-1.950164288745171,-0.5335749603771465
Tl_C1N3,Tl,-0.9171078556369281,0.21791210656615156
Ru_C1N2,Ru,-2.7906099730346483,-1.8500544703552837
Mn_B2C1P1-hex,Mn,-0.9528513159621781,0.2691768372312904
Mn_B2C1P1-pen,Mn,-1.0553743694074598,-1.2996618668026176
Cr_C2O1S1-opp,Cr,-1.5037856786417052,-0.749444651918262
Mo_O1P1S2-pen,Mo,-1.2184368691374203,-0.2657660522840306
Ni_B1O2S1-pen,Ni,-1.4997871890244738,-0.43019610791689367
Ru_N1O1P1,Ru,-2.2782262278822856,-1.0900624057129935
Ni_B1O2S1-hex,Ni,-1.9395577074610202,-1.5299172644050518
Ru_C2S1,Ru,-2.141055026276902,-1.0514113410651849
Cr_C1P1S1,Cr,-0.7435993304774939,0.2289788471306533
Cr_B1N2P1-opp,Cr,-1.437738430822165,-1.8178540067943718
Tl_B1O1S2-opp,Tl,-1.3394033348146905,-0.14333562818499423
Cd_B1P3,Cd,-1.398429019748633,-0.3793838045291782
Cu_B2O1P1-hex,Cu,-1.303114455779692,-1.8091670665547586
Cu_B2O1P1-pen,Cu,-1.6265676466757242,-2.133138355300483
Tc_C1N1S2-pen,Tc,-2.432691917990738,-1.8606000221948111
Tc_C1N1S2-hex,Tc,-2.246570153354824,-1.6926080107359471
V_C1S3,V,-0.7068264892784697,0.2545749801110073
Cd_O3,Cd,-1.090829805995682,-0.18629866351253987
Ru_O2P1S1-opp,Ru,-2.114298457854275,-0.9855179144620738
Au_N2P1S1-opp,Au,-1.693520309710621,-0.7210295231770179
Au_O3,Au,-0.8708541006729007,0.03024738079530742
Au_B1N1P1,Au,-1.3272741041459568,-0.18859220293567525
Pt_C1O3,Pt,-2.319226966594343,-1.5495088185894392
Pd_O1P2S1-opp,Pd,-0.23098033040112398,-0.1881879221917675
Hg_B2C1O1-opp,Hg,-1.1488186774601132,-0.10030904145808428
Pt_C2N1O1-opp,Pt,-1.3278321123728603,-0.11669782063857248
Cr_C1O2P1-pen,Cr,-1.8768694236554353,-1.0130695975096646
Cr_C1O2P1-hex,Cr,-1.4846151699678245,-0.6838786989566561
Ir_C2N1P1-pen,Ir,-2.196476665029209,-1.4357533366555604
Mo_B1O1P1S1,Mo,-1.2873164346775212,-0.20866116867459006
Ir_C2N1P1-hex,Ir,-2.313276092638219,-1.391186278384831
Au_O2P2-opp,Au,-1.3148382992387866,-0.10249917107220519
Zn_B3S1,Zn,-1.6750747196081335,-0.23586471707873535
Cu_C2N1P1-opp,Cu,-1.0222102622043536,-0.09407320595094326
V_B3C1,V,-1.3472642711069085,-0.11413934178157525
Rh_C1N1P1S1,Rh,-1.0796120327731416,-0.41028954293208564
W_C2O2-hex,W,-2.101300069099821,-1.109546776793687
Os_C1O1S1,Os,-2.15522372315759,-1.1692606404728085
Mo_B1C1O2-opp,Mo,-1.55225958317682,-0.9251979396907277
Os_C1O3,Os,-2.6470084423585405,-1.6693775759696141
Co_O2S2-hex,Co,-2.1298812132169047,-0.7392411539534383
Cd_N3S1,Cd,-1.4064316333022617,-0.31482052048037623
Ru_B1C1P2-pen,Ru,-1.5863075994477782,-1.545713150628936
Ag_B1N2,Ag,-0.9950391835848933,-0.12222225897498085
Ru_B1C1P2-hex,Ru,-1.6950519677163385,-1.743222497821515
Co_O2S2-pen,Co,-2.131177207441695,-1.492700926849162
Cu_B1P1S1,Cu,-1.548311672238654,-0.5901696636200686
Mn_B2C1O1-pen,Mn,-1.3837285279905842,-2.1102712188845576
Mn_B2C1O1-hex,Mn,-1.4250330576483776,-0.3688395169347505
Rh_N1S3,Rh,-0.8975075072850842,0.015354219977060879
Co_N2O1S1-hex,Co,-1.3234764748377899,-0.18035425666514904
Co_N2O1S1-pen,Co,-1.1974628864515608,-0.03832281011322358
Ag_B3S1,Ag,-1.1474199419224789,-0.3332862195608559
Cu_N1O2P1-opp,Cu,-1.4672088885210002,-0.602337327630929
Y_B1N1P2-hex,Y,-2.548751220089585,-1.3311265910482835
Cu_N1O1S1,Cu,-1.8010969040294782,-0.793308470311084
Hg_B1C1S1,Hg,-1.380966685099807,-0.21316990451388484
Pd_O2S2-pen,Pd,-1.7739774131267865,-0.850921159499288
Cr_B1O1S2-hex,Cr,-1.2145122922618867,-0.4276891692087279
Pd_O2S2-hex,Pd,-1.4916108791279754,-0.1765411016213907
Cr_B1O1S2-pen,Cr,-0.796214878684637,-0.31701910596880545
Cd_C2O1P1-opp,Cd,-1.5489688452945671,-0.393510574799544
Au_N3O1,Au,-2.051411279666027,-0.37641728699876786
Fe_N1O1S1,Fe,-1.7546967283900727,-0.7628032924272166
Cd_C2P1S1-opp,Cd,-1.5375133546547914,-0.37339522579950746
Pd_B1C1N1O1,Pd,-1.4298068202184169,-0.8372214386879282
Co_B1O1P2-hex,Co,-1.5012189307257842,-0.7358143743866581
Y_B1C3,Y,-2.2632180259593753,-1.2229253602444974
Co_B2P1,Co,-1.5793259294334945,-0.8335921428913853
Co_B1O1P2-pen,Co,-1.2140431659808684,-0.2799466728970774
Pd_N2S2-hex,Pd,-0.7156057348092446,-0.1028669005030256
Cu_C2O2-opp,Cu,-1.227675252849238,-0.4076598196453265
Pd_N2S2-pen,Pd,-1.0156657949269885,-0.04683797205573548
Ni_C1O1P2-hex,Ni,-1.094982675686495,-0.32125381541809794
Mn_C1O2P1-hex,Mn,-1.5671863542612101,-0.8387937348133878
Cd_B1P1S1,Cd,-1.433691499324155,-0.4187130534197454
Mn_C1O2P1-pen,Mn,-1.6672592096654881,-0.7059067028533068
