metal,coord,structure,variant
Cd,3,Cd_C1O1S1,
Cd,3,Cd_C1O2,
Cd,3,Cd_C1P1S1,
Cd,3,Cd_C1P2,
Cd,3,Cd_C1S2,
Cd,3,Cd_C2N1,
Cd,3,Cd_C2O1,
Cd,3,Cd_C2P1,
Cd,3,Cd_C2S1,
Cd,3,Cd_C3,
Cd,3,Cd_N1O1P1,
Cd,3,Cd_N1O1S1,
Cd,3,Cd_N1O2,
Cd,3,Cd_N1P1S1,
Cd,3,Cd_N1P2,
Cd,3,Cd_N1S2,
Cd,3,Cd_N2O1,
Cd,3,Cd_N2P1,
Cd,3,Cd_N2S1,
Cd,3,Cd_N3,
Cd,3,Cd_O1P1S1,
Cd,3,Cd_O1P2,
Cd,3,Cd_O1S2,
Cd,3,Cd_O2P1,
Cd,3,Cd_O2S1,
Cd,3,Cd_O3,
Cd,3,Cd_P1S2,
Cd,3,Cd_P2S1,
Cd,3,Cd_P3,
Cd,3,Cd_S3,
Cd,4,Cd_B1C1N1O1,
Cd,4,Cd_B1C1N1P1,
Cd,4,Cd_B1C1N1S1,
Cd,4,Cd_B1C1N2-hex,-hex
Cd,4,Cd_B1C1N2-opp,-opp
Cd,4,Cd_B1C1N2-pen,-pen
Cd,4,Cd_B1C1O1P1,
Cd,4,Cd_B1C1O1S1,
Cd,4,Cd_B1C1O2-hex,-hex
Cd,4,Cd_B1C1O2-opp,-opp
Cd,4,Cd_B1C1O2-pen,-pen
Cd,4,Cd_B1C1P1S1,
Cd,4,Cd_B1C1P2-hex,-hex
Cd,4,Cd_B1C1P2-opp,-opp
Cd,4,Cd_B1C1P2-pen,-pen
Cd,4,Cd_B1C1S2-hex,-hex
Cd,4,Cd_B1C1S2-opp,-opp
Cd,4,Cd_B1C1S2-pen,-pen
Cd,4,Cd_B1C2N1-hex,-hex
Cd,4,Cd_B1C2N1-opp,-opp
Cd,4,Cd_B1C2N1-pen,-pen
Cd,4,Cd_B1C2O1-hex,-hex
Cd,4,Cd_B1C2O1-opp,-opp
Cd,4,Cd_B1C2O1-pen,-pen
Cd,4,Cd_B1C2P1-hex,-hex
Cd,4,Cd_B1C2P1-opp,-opp
Cd,4,Cd_B1C2P1-pen,-pen
Cd,4,Cd_B1C2S1-hex,-hex
Cd,4,Cd_B1C2S1-opp,-opp
Cd,4,Cd_B1C2S1-pen,-pen
Cd,4,Cd_B1C3,
Cd,4,Cd_B1N1O1P1,
Cd,4,Cd_B1N1O1S1,
Cd,4,Cd_B1N1O2-hex,-hex
Cd,4,Cd_B1N1O2-opp,-opp
Cd,4,Cd_B1N1O2-pen,-pen
Cd,4,Cd_B1N1P1S1,
Cd,4,Cd_B1N1P2-hex,-hex
Cd,4,Cd_B1N1P2-opp,-opp
Cd,4,Cd_B1N1P2-pen,-pen
Cd,4,Cd_B1N1S2-hex,-hex
Cd,4,Cd_B1N1S2-opp,-opp
Cd,4,Cd_B1N1S2-pen,-pen
Cd,4,Cd_B1N2O1-hex,-hex
Cd,4,Cd_B1N2O1-opp,-opp
Cd,4,Cd_B1N2O1-pen,-pen
Cd,4,Cd_B1N2P1-hex,-hex
Cd,4,Cd_B1N2P1-opp,-opp
Cd,4,Cd_B1N2P1-pen,-pen
Cd,4,Cd_B1N2S1-hex,-hex
Cd,4,Cd_B1N2S1-opp,-opp
Cd,4,Cd_B1N2S1-pen,-pen
Cd,4,Cd_B1N3,
Cd,4,Cd_B1O1P1S1,
Cd,4,Cd_B1O1P2-hex,-hex
Cd,4,Cd_B1O1P2-opp,-opp
Cd,4,Cd_B1O1P2-pen,-pen
Cd,4,Cd_B1O1S2-hex,-hex
Cd,4,Cd_B1O1S2-opp,-opp
Cd,4,Cd_B1O1S2-pen,-pen
Cd,4,Cd_B1O2P1-hex,-hex
Cd,4,Cd_B1O2P1-opp,-opp
Cd,4,Cd_B1O2P1-pen,-pen
Cd,4,Cd_B1O2S1-hex,-hex
Cd,4,Cd_B1O2S1-opp,-opp
Cd,4,Cd_B1O2S1-pen,-pen
Cd,4,Cd_B1O3,
Cd,4,Cd_B1P1S2-hex,-hex
Cd,4,Cd_B1P1S2-opp,-opp
Cd,4,Cd_B1P1S2-pen,-pen
Cd,4,Cd_B1P2S1-hex,-hex
Cd,4,Cd_B1P2S1-opp,-opp
Cd,4,Cd_B1P2S1-pen,-pen
Cd,4,Cd_B1P3,
Cd,4,Cd_B1S3,
Cd,4,Cd_B2C1N1-hex,-hex
Cd,4,Cd_B2C1N1-opp,-opp
Cd,4,Cd_B2C1N1-pen,-pen
Cd,4,Cd_B2C1O1-hex,-hex
Cd,4,Cd_B2C1O1-opp,-opp
Cd,4,Cd_B2C1O1-pen,-pen
Cd,4,Cd_B2C1P1-hex,-hex
Cd,4,Cd_B2C1P1-opp,-opp
Cd,4,Cd_B2C1P1-pen,-pen
Cd,4,Cd_B2C1S1-hex,-hex
Cd,4,Cd_B2C1S1-opp,-opp
Cd,4,Cd_B2C1S1-pen,-pen
Cd,4,Cd_B2C2-hex,-hex
Cd,4,Cd_B2C2-opp,-opp
Cd,4,Cd_B2C2-pen,-pen
Cd,4,Cd_B2N1O1-hex,-hex
Cd,4,Cd_B2N1O1-opp,-opp
Cd,4,Cd_B2N1O1-pen,-pen
Cd,4,Cd_B2N1P1-hex,-hex
Cd,4,Cd_B2N1P1-opp,-opp
Cd,4,Cd_B2N1P1-pen,-pen
Cd,4,Cd_B2N1S1-hex,-hex
Cd,4,Cd_B2N1S1-opp,-opp
Cd,4,Cd_B2N1S1-pen,-pen
Cd,4,Cd_B2N2-hex,-hex
Cd,4,Cd_B2N2-opp,-opp
Cd,4,Cd_B2N2-pen,-pen
Cd,4,Cd_B2O1P1-hex,-hex
Cd,4,Cd_B2O1P1-opp,-opp
Cd,4,Cd_B2O1P1-pen,-pen
Cd,4,Cd_B2O1S1-hex,-hex
Cd,4,Cd_B2O1S1-opp,-opp
Cd,4,Cd_B2O1S1-pen,-pen
Cd,4,Cd_B2O2-hex,-hex
Cd,4,Cd_B2O2-opp,-opp
Cd,4,Cd_B2O2-pen,-pen
Cd,4,Cd_B2P1S1-hex,-hex
Cd,4,Cd_B2P1S1-opp,-opp
Cd,4,Cd_B2P1S1-pen,-pen
Cd,4,Cd_B2P2-hex,-hex
Cd,4,Cd_B2P2-opp,-opp
Cd,4,Cd_B2P2-pen,-pen
Cd,4,Cd_B2S2-hex,-hex
Cd,4,Cd_B2S2-opp,-opp
Cd,4,Cd_B2S2-pen,-pen
Cd,4,Cd_B3C1,
Cd,4,Cd_B3N1,
Cd,4,Cd_B3O1,
Cd,4,Cd_B3P1,
Cd,4,Cd_B3S1,
Cd,4,Cd_B4,
Cd,4,Cd_C1N1O1P1,
Cd,4,Cd_C1N1O1S1,
Cd,4,Cd_C1N1O2-hex,-hex
Cd,4,Cd_C1N1O2-opp,-opp
Cd,4,Cd_C1N1O2-pen,-pen
Cd,4,Cd_C1N1P1S1,
Cd,4,Cd_C1N1P2-hex,-hex
Cd,4,Cd_C1N1P2-opp,-opp
Cd,4,Cd_C1N1P2-pen,-pen
Cd,4,Cd_C1N1S2-hex,-hex
Cd,4,Cd_C1N1S2-opp,-opp
Cd,4,Cd_C1N1S2-pen,-pen
Cd,4,Cd_C1N2O1-hex,-hex
Cd,4,Cd_C1N2O1-opp,-opp
Cd,4,Cd_C1N2O1-pen,-pen
Cd,4,Cd_C1N2P1-hex,-hex
Cd,4,Cd_C1N2P1-opp,-opp
Cd,4,Cd_C1N2P1-pen,-pen
Cd,4,Cd_C1N2S1-hex,-hex
Cd,4,Cd_C1N2S1-opp,-opp
Cd,4,Cd_C1N2S1-pen,-pen
Cd,4,Cd_C1N3,
Cd,4,Cd_C1O1P1S1,
Cd,4,Cd_C1O1P2-hex,-hex
Cd,4,Cd_C1O1P2-opp,-opp
Cd,4,Cd_C1O1P2-pen,-pen
Cd,4,Cd_C1O1S2-hex,-hex
Cd,4,Cd_C1O1S2-opp,-opp
Cd,4,Cd_C1O1S2-pen,-pen
Cd,4,Cd_C1O2P1-hex,-hex
Cd,4,Cd_C1O2P1-opp,-opp
Cd,4,Cd_C1O2P1-pen,-pen
Cd,4,Cd_C1O2S1-hex,-hex
Cd,4,Cd_C1O2S1-opp,-opp
Cd,4,Cd_C1O2S1-pen,-pen
Cd,4,Cd_C1O3,
Cd,4,Cd_C1P1S2-hex,-hex
Cd,4,Cd_C1P1S2-opp,-opp
Cd,4,Cd_C1P1S2-pen,-pen
Cd,4,Cd_C1P2S1-hex,-hex
Cd,4,Cd_C1P2S1-opp,-opp
Cd,4,Cd_C1P2S1-pen,-pen
Cd,4,Cd_C1P3,
Cd,4,Cd_C1S3,
Cd,4,Cd_C2N1O1-hex,-hex
Cd,4,Cd_C2N1O1-opp,-opp
Cd,4,Cd_C2N1O1-pen,-pen
Cd,4,Cd_C2N1P1-hex,-hex
Cd,4,Cd_C2N1P1-opp,-opp
Cd,4,Cd_C2N1P1-pen,-pen
Cd,4,Cd_C2N1S1-hex,-hex
Cd,4,Cd_C2N1S1-opp,-opp
Cd,4,Cd_C2N1S1-pen,-pen
Cd,4,Cd_C2N2-hex,-hex
Cd,4,Cd_C2N2-opp,-opp
Cd,4,Cd_C2N2-pen,-pen
Cd,4,Cd_C2O1P1-hex,-hex
Cd,4,Cd_C2O1P1-opp,-opp
Cd,4,Cd_C2O1P1-pen,-pen
Cd,4,Cd_C2O1S1-hex,-hex
Cd,4,Cd_C2O1S1-opp,-opp
Cd,4,Cd_C2O1S1-pen,-pen
Cd,4,Cd_C2O2-hex,-hex
Cd,4,Cd_C2O2-opp,-opp
Cd,4,Cd_C2O2-pen,-pen
Cd,4,Cd_C2P1S1-hex,-hex
Cd,4,Cd_C2P1S1-opp,-opp
Cd,4,Cd_C2P1S1-pen,-pen
Cd,4,Cd_C2P2-hex,-hex
Cd,4,Cd_C2P2-opp,-opp
Cd,4,Cd_C2P2-pen,-pen
Cd,4,Cd_C2S2-hex,-hex
Cd,4,Cd_C2S2-opp,-opp
Cd,4,Cd_C2S2-pen,-pen
Cd,4,Cd_C3N1,
Cd,4,Cd_C3O1,
Cd,4,Cd_C3P1,
Cd,4,Cd_C3S1,
Cd,4,Cd_C4,
Cd,4,Cd_N1O1P1S1,
Cd,4,Cd_N1O1P2-hex,-hex
Cd,4,Cd_N1O1P2-opp,-opp
Cd,4,Cd_N1O1P2-pen,-pen
Cd,4,Cd_N1O1S2-hex,-hex
Cd,4,Cd_N1O1S2-opp,-opp
Cd,4,Cd_N1O1S2-pen,-pen
Cd,4,Cd_N1O2P1-hex,-hex
Cd,4,Cd_N1O2P1-opp,-opp
Cd,4,Cd_N1O2P1-pen,-pen
Cd,4,Cd_N1O2S1-hex,-hex
Cd,4,Cd_N1O2S1-opp,-opp
Cd,4,Cd_N1O2S1-pen,-pen
Cd,4,Cd_N1O3,
Cd,4,Cd_N1P1S2-hex,-hex
Cd,4,Cd_N1P1S2-opp,-opp
Cd,4,Cd_N1P1S2-pen,-pen
Cd,4,Cd_N1P2S1-hex,-hex
Cd,4,Cd_N1P2S1-opp,-opp
Cd,4,Cd_N1P2S1-pen,-pen
Cd,4,Cd_N1P3,
Cd,4,Cd_N1S3,
Cd,4,Cd_N2O1P1-hex,-hex
Cd,4,Cd_N2O1P1-opp,-opp
Cd,4,Cd_N2O1P1-pen,-pen
Cd,4,Cd_N2O1S1-hex,-hex
Cd,4,Cd_N2O1S1-opp,-opp
Cd,4,Cd_N2O1S1-pen,-pen
Cd,4,Cd_N2O2-hex,-hex
Cd,4,Cd_N2O2-opp,-opp
Cd,4,Cd_N2O2-pen,-pen
Cd,4,Cd_N2P1S1-hex,-hex
Cd,4,Cd_N2P1S1-opp,-opp
Cd,4,Cd_N2P1S1-pen,-pen
Cd,4,Cd_N2P2-hex,-hex
Cd,4,Cd_N2P2-opp,-opp
Cd,4,Cd_N2P2-pen,-pen
Cd,4,Cd_N2S2-hex,-hex
Cd,4,Cd_N2S2-opp,-opp
Cd,4,Cd_N2S2-pen,-pen
Cd,4,Cd_N3O1,
Cd,4,Cd_N3P1,
Cd,4,Cd_N3S1,
Cd,4,Cd_N4,
Cd,4,Cd_O1P1S2-hex,-hex
Cd,4,Cd_O1P1S2-opp,-opp
Cd,4,Cd_O1P1S2-pen,-pen
Cd,4,Cd_O1P2S1-hex,-hex
Cd,4,Cd_O1P2S1-opp,-opp
Cd,4,Cd_O1P2S1-pen,-pen
Cd,4,Cd_O1P3,
Cd,4,Cd_O1S3,
Cd,4,Cd_O2P1S1-hex,-hex
Cd,4,Cd_O2P1S1-opp,-opp
Cd,4,Cd_O2P1S1-pen,-pen
Cd,4,Cd_O2P2-hex,-hex
Cd,4,Cd_O2P2-opp,-opp
Cd,4,Cd_O2P2-pen,-pen
Cd,4,Cd_O2S2-hex,-hex
Cd,4,Cd_O2S2-opp,-opp
Cd,4,Cd_O2S2-pen,-pen
Cd,4,Cd_O3P1,
Cd,4,Cd_O3S1,
Cd,4,Cd_O4,
Cd,4,Cd_P1S3,
Cd,4,Cd_P2S2-hex,-hex
Cd,4,Cd_P2S2-opp,-opp
Cd,4,Cd_P2S2-pen,-pen
Cd,4,Cd_P3S1,
Cd,4,Cd_P4,
Cd,4,Cd_S4,
Co,3,Co_B1C1N1,
Co,3,Co_B1C1O1,
Co,3,Co_B1C1P1,
Co,3,Co_B1C1S1,
Co,3,Co_B1C2,
Co,3,Co_B1N1O1,
Co,3,Co_B1N1P1,
Co,3,Co_B1N1S1,
Co,3,Co_B1N2,
Co,3,Co_B1O1P1,
Co,3,Co_B1O1S1,
Co,3,Co_B1O2,
Co,3,Co_B1P1S1,
Co,3,Co_B1P2,
Co,3,Co_B1S2,
Co,3,Co_B2C1,
Co,3,Co_B2N1,
Co,3,Co_B2O1,
Co,3,Co_B2P1,
Co,3,Co_B2S1,
Co,3,Co_B3,
Co,3,Co_C1N1O1,
Co,3,Co_C1N1P1,
Co,3,Co_C1N1S1,
Co,3,Co_C1N2,
Co,3,Co_C1O1P1,
Co,3,Co_C1O1S1,
Co,3,Co_C1O2,
Co,3,Co_C1P1S1,
Co,3,Co_C1P2,
Co,3,Co_C1S2,
Co,3,Co_C2N1,
Co,3,Co_C2O1,
Co,3,Co_C2P1,
Co,3,Co_C2S1,
Co,3,Co_C3,
Co,3,Co_N1O1P1,
Co,3,Co_N1O1S1,
Co,3,Co_N1O2,
Co,3,Co_N1P1S1,
Co,3,Co_N1P2,
Co,3,Co_N1S2,
Co,3,Co_N2O1,
Co,3,Co_N2P1,
Co,3,Co_N2S1,
Co,3,Co_N3,
Co,3,Co_O1P1S1,
Co,3,Co_O1P2,
Co,3,Co_O1S2,
Co,3,Co_O2P1,
Co,3,Co_O2S1,
Co,3,Co_O3,
Co,3,Co_P1S2,
Co,3,Co_P2S1,
Co,3,Co_P3,
Co,3,Co_S3,
Co,4,Co_B1C1N1O1,
Co,4,Co_B1C1N1P1,
Co,4,Co_B1C1N1S1,
Co,4,Co_B1C1N2-hex,-hex
Co,4,Co_B1C1N2-opp,-opp
Co,4,Co_B1C1N2-pen,-pen
Co,4,Co_B1C1O1P1,
Co,4,Co_B1C1O1S1,
Co,4,Co_B1C1O2-hex,-hex
Co,4,Co_B1C1O2-opp,-opp
Co,4,Co_B1C1O2-pen,-pen
Co,4,Co_B1C1P1S1,
Co,4,Co_B1C1P2-hex,-hex
Co,4,Co_B1C1P2-opp,-opp
Co,4,Co_B1C1P2-pen,-pen
Co,4,Co_B1C1S2-hex,-hex
Co,4,Co_B1C1S2-opp,-opp
Co,4,Co_B1C1S2-pen,-pen
Co,4,Co_B1C2N1-hex,-hex
Co,4,Co_B1C2N1-opp,-opp
Co,4,Co_B1C2N1-pen,-pen
Co,4,Co_B1C2O1-hex,-hex
Co,4,Co_B1C2O1-opp,-opp
Co,4,Co_B1C2O1-pen,-pen
Co,4,Co_B1C2P1-hex,-hex
Co,4,Co_B1C2P1-opp,-opp
Co,4,Co_B1C2P1-pen,-pen
Co,4,Co_B1C2S1-hex,-hex
Co,4,Co_B1C2S1-opp,-opp
Co,4,Co_B1C2S1-pen,-pen
Co,4,Co_B1C3,
Co,4,Co_B1N1O1P1,
Co,4,Co_B1N1O1S1,
Co,4,Co_B1N1O2-hex,-hex
Co,4,Co_B1N1O2-opp,-opp
Co,4,Co_B1N1O2-pen,-pen
Co,4,Co_B1N1P1S1,
Co,4,Co_B1N1P2-hex,-hex
Co,4,Co_B1N1P2-opp,-opp
Co,4,Co_B1N1P2-pen,-pen
Co,4,Co_B1N1S2-hex,-hex
Co,4,Co_B1N1S2-opp,-opp
Co,4,Co_B1N1S2-pen,-pen
Co,4,Co_B1N2O1-hex,-hex
Co,4,Co_B1N2O1-opp,-opp
Co,4,Co_B1N2O1-pen,-pen
Co,4,Co_B1N2P1-hex,-hex
Co,4,Co_B1N2P1-opp,-opp
Co,4,Co_B1N2P1-pen,-pen
Co,4,Co_B1N2S1-hex,-hex
Co,4,Co_B1N2S1-opp,-opp
Co,4,Co_B1N2S1-pen,-pen
Co,4,Co_B1N3,
Co,4,Co_B1O1P1S1,
Co,4,Co_B1O1P2-hex,-hex
Co,4,Co_B1O1P2-opp,-opp
Co,4,Co_B1O1P2-pen,-pen
Co,4,Co_B1O1S2-hex,-hex
Co,4,Co_B1O1S2-opp,-opp
Co,4,Co_B1O1S2-pen,-pen
Co,4,Co_B1O2P1-hex,-hex
Co,4,Co_B1O2P1-opp,-opp
Co,4,Co_B1O2P1-pen,-pen
Co,4,Co_B1O2S1-hex,-hex
Co,4,Co_B1O2S1-opp,-opp
Co,4,Co_B1O2S1-pen,-pen
Co,4,Co_B1O3,
Co,4,Co_B1P1S2-hex,-hex
Co,4,Co_B1P1S2-opp,-opp
Co,4,Co_B1P1S2-pen,-pen
Co,4,Co_B1P2S1-hex,-hex
Co,4,Co_B1P2S1-opp,-opp
Co,4,Co_B1P2S1-pen,-pen
Co,4,Co_B1P3,
Co,4,Co_B1S3,
Co,4,Co_B2C1N1-hex,-hex
Co,4,Co_B2C1N1-opp,-opp
Co,4,Co_B2C1N1-pen,-pen
Co,4,Co_B2C1O1-hex,-hex
Co,4,Co_B2C1O1-opp,-opp
Co,4,Co_B2C1O1-pen,-pen
Co,4,Co_B2C1P1-hex,-hex
Co,4,Co_B2C1P1-opp,-opp
Co,4,Co_B2C1P1-pen,-pen
Co,4,Co_B2C1S1-hex,-hex
Co,4,Co_B2C1S1-opp,-opp
Co,4,Co_B2C1S1-pen,-pen
Co,4,Co_B2C2-hex,-hex
Co,4,Co_B2C2-opp,-opp
Co,4,Co_B2C2-pen,-pen
Co,4,Co_B2N1O1-hex,-hex
Co,4,Co_B2N1O1-opp,-opp
Co,4,Co_B2N1O1-pen,-pen
Co,4,Co_B2N1P1-hex,-hex
Co,4,Co_B2N1P1-opp,-opp
Co,4,Co_B2N1P1-pen,-pen
Co,4,Co_B2N1S1-hex,-hex
Co,4,Co_B2N1S1-opp,-opp
Co,4,Co_B2N1S1-pen,-pen
Co,4,Co_B2N2-hex,-hex
Co,4,Co_B2N2-opp,-opp
Co,4,Co_B2N2-pen,-pen
Co,4,Co_B2O1P1-hex,-hex
Co,4,Co_B2O1P1-opp,-opp
Co,4,Co_B2O1P1-pen,-pen
Co,4,Co_B2O1S1-hex,-hex
Co,4,Co_B2O1S1-opp,-opp
Co,4,Co_B2O1S1-pen,-pen
Co,4,Co_B2O2-hex,-hex
Co,4,Co_B2O2-opp,-opp
Co,4,Co_B2O2-pen,-pen
Co,4,Co_B2P1S1-hex,-hex
Co,4,Co_B2P1S1-opp,-opp
Co,4,Co_B2P1S1-pen,-pen
Co,4,Co_B2P2-hex,-hex
Co,4,Co_B2P2-opp,-opp
Co,4,Co_B2P2-pen,-pen
Co,4,Co_B2S2-hex,-hex
Co,4,Co_B2S2-opp,-opp
Co,4,Co_B2S2-pen,-pen
Co,4,Co_B3C1,
Co,4,Co_B3N1,
Co,4,Co_B3O1,
Co,4,Co_B3P1,
Co,4,Co_B3S1,
Co,4,Co_B4,
Co,4,Co_C1N1O1P1,
Co,4,Co_C1N1O1S1,
Co,4,Co_C1N1O2-hex,-hex
Co,4,Co_C1N1O2-opp,-opp
Co,4,Co_C1N1O2-pen,-pen
Co,4,Co_C1N1P1S1,
Co,4,Co_C1N1P2-hex,-hex
Co,4,Co_C1N1P2-opp,-opp
Co,4,Co_C1N1P2-pen,-pen
Co,4,Co_C1N1S2-hex,-hex
Co,4,Co_C1N1S2-opp,-opp
Co,4,Co_C1N1S2-pen,-pen
Co,4,Co_C1N2O1-hex,-hex
Co,4,Co_C1N2O1-opp,-opp
Co,4,Co_C1N2O1-pen,-pen
Co,4,Co_C1N2P1-hex,-hex
Co,4,Co_C1N2P1-opp,-opp
Co,4,Co_C1N2P1-pen,-pen
Co,4,Co_C1N2S1-hex,-hex
Co,4,Co_C1N2S1-opp,-opp
Co,4,Co_C1N2S1-pen,-pen
Co,4,Co_C1N3,
Co,4,Co_C1O1P1S1,
Co,4,Co_C1O1P2-hex,-hex
Co,4,Co_C1O1P2-opp,-opp
Co,4,Co_C1O1P2-pen,-pen
Co,4,Co_C1O1S2-hex,-hex
Co,4,Co_C1O1S2-opp,-opp
Co,4,Co_C1O1S2-pen,-pen
Co,4,Co_C1O2P1-hex,-hex
Co,4,Co_C1O2P1-opp,-opp
Co,4,Co_C1O2P1-pen,-pen
Co,4,Co_C1O2S1-hex,-hex
Co,4,Co_C1O2S1-opp,-opp
Co,4,Co_C1O2S1-pen,-pen
Co,4,Co_C1O3,
Co,4,Co_C1P1S2-hex,-hex
Co,4,Co_C1P1S2-opp,-opp
Co,4,Co_C1P1S2-pen,-pen
Co,4,Co_C1P2S1-hex,-hex
Co,4,Co_C1P2S1-opp,-opp
Co,4,Co_C1P2S1-pen,-pen
Co,4,Co_C1P3,
Co,4,Co_C1S3,
Co,4,Co_C2N1O1-hex,-hex
Co,4,Co_C2N1O1-opp,-opp
Co,4,Co_C2N1O1-pen,-pen
Co,4,Co_C2N1P1-hex,-hex
Co,4,Co_C2N1P1-opp,-opp
Co,4,Co_C2N1P1-pen,-pen
Co,4,Co_C2N1S1-hex,-hex
Co,4,Co_C2N1S1-opp,-opp
Co,4,Co_C2N1S1-pen,-pen
Co,4,Co_C2N2-hex,-hex
Co,4,Co_C2N2-opp,-opp
Co,4,Co_C2N2-pen,-pen
Co,4,Co_C2O1P1-hex,-hex
Co,4,Co_C2O1P1-opp,-opp
Co,4,Co_C2O1P1-pen,-pen
Co,4,Co_C2O1S1-hex,-hex
Co,4,Co_C2O1S1-opp,-opp
Co,4,Co_C2O1S1-pen,-pen
Co,4,Co_C2O2-hex,-hex
Co,4,Co_C2O2-opp,-opp
Co,4,Co_C2O2-pen,-pen
Co,4,Co_C2P1S1-hex,-hex
Co,4,Co_C2P1S1-opp,-opp
Co,4,Co_C2P1S1-pen,-pen
Co,4,Co_C2P2-hex,-hex
Co,4,Co_C2P2-opp,-opp
Co,4,Co_C2P2-pen,-pen
Co,4,Co_C2S2-hex,-hex
Co,4,Co_C2S2-opp,-opp
Co,4,Co_C2S2-pen,-pen
Co,4,Co_C3N1,
Co,4,Co_C3O1,
Co,4,Co_C3P1,
Co,4,Co_C3S1,
Co,4,Co_C4,
Co,4,Co_N1O1P1S1,
Co,4,Co_N1O1P2-hex,-hex
Co,4,Co_N1O1P2-opp,-opp
Co,4,Co_N1O1P2-pen,-pen
Co,4,Co_N1O1S2-hex,-hex
Co,4,Co_N1O1S2-opp,-opp
Co,4,Co_N1O1S2-pen,-pen
Co,4,Co_N1O2P1-hex,-hex
Co,4,Co_N1O2P1-opp,-opp
Co,4,Co_N1O2P1-pen,-pen
Co,4,Co_N1O2S1-hex,-hex
Co,4,Co_N1O2S1-opp,-opp
Co,4,Co_N1O2S1-pen,-pen
Co,4,Co_N1O3,
Co,4,Co_N1P1S2-hex,-hex
Co,4,Co_N1P1S2-opp,-opp
Co,4,Co_N1P1S2-pen,-pen
Co,4,Co_N1P2S1-hex,-hex
Co,4,Co_N1P2S1-opp,-opp
Co,4,Co_N1P2S1-pen,-pen
Co,4,Co_N1P3,
Co,4,Co_N1S3,
Co,4,Co_N2O1P1-hex,-hex
Co,4,Co_N2O1P1-opp,-opp
Co,4,Co_N2O1P1-pen,-pen
Co,4,Co_N2O1S1-hex,-hex
Co,4,Co_N2O1S1-opp,-opp
Co,4,Co_N2O1S1-pen,-pen
Co,4,Co_N2O2-hex,-hex
Co,4,Co_N2O2-opp,-opp
Co,4,Co_N2O2-pen,-pen
Co,4,Co_N2P1S1-hex,-hex
Co,4,Co_N2P1S1-opp,-opp
Co,4,Co_N2P1S1-pen,-pen
Co,4,Co_N2P2-hex,-hex
Co,4,Co_N2P2-opp,-opp
Co,4,Co_N2P2-pen,-pen
Co,4,Co_N2S2-hex,-hex
Co,4,Co_N2S2-opp,-opp
Co,4,Co_N2S2-pen,-pen
Co,4,Co_N3O1,
Co,4,Co_N3P1,
Co,4,Co_N3S1,
Co,4,Co_N4,
Co,4,Co_O1P1S2-hex,-hex
Co,4,Co_O1P1S2-opp,-opp
Co,4,Co_O1P1S2-pen,-pen
Co,4,Co_O1P2S1-hex,-hex
Co,4,Co_O1P2S1-opp,-opp
Co,4,Co_O1P2S1-pen,-pen
Co,4,Co_O1P3,
Co,4,Co_O1S3,
Co,4,Co_O2P1S1-hex,-hex
Co,4,Co_O2P1S1-opp,-opp
Co,4,Co_O2P1S1-pen,-pen
Co,4,Co_O2P2-hex,-hex
Co,4,Co_O2P2-opp,-opp
Co,4,Co_O2P2-pen,-pen
Co,4,Co_O2S2-hex,-hex
Co,4,Co_O2S2-opp,-opp
Co,4,Co_O2S2-pen,-pen
Co,4,Co_O3P1,
Co,4,Co_O3S1,
Co,4,Co_O4,
Co,4,Co_P1S3,
Co,4,Co_P2S2-hex,-hex
Co,4,Co_P2S2-opp,-opp
Co,4,Co_P2S2-pen,-pen
Co,4,Co_P3S1,
Co,4,Co_P4,
Co,4,Co_S4,
Cr,3,Cr_B1C1N1,
Cr,3,Cr_B1C1O1,
Cr,3,Cr_B1C1P1,
Cr,3,Cr_B1C1S1,
Cr,3,Cr_B1C2,
Cr,3,Cr_B1N1O1,
Cr,3,Cr_B1N1P1,
Cr,3,Cr_B1N1S1,
Cr,3,Cr_B1N2,
Cr,3,Cr_B1O1P1,
Cr,3,Cr_B1O1S1,
Cr,3,Cr_B1O2,
Cr,3,Cr_B1P1S1,
Cr,3,Cr_B1P2,
Cr,3,Cr_B1S2,
Cr,3,Cr_B2C1,
Cr,3,Cr_B2N1,
Cr,3,Cr_B2O1,
Cr,3,Cr_B2P1,
Cr,3,Cr_B2S1,
Cr,3,Cr_B3,
Cr,3,Cr_C1N1O1,
Cr,3,Cr_C1N1P1,
Cr,3,Cr_C1N1S1,
Cr,3,Cr_C1N2,
Cr,3,Cr_C1O1P1,
Cr,3,Cr_C1O1S1,
Cr,3,Cr_C1O2,
Cr,3,Cr_C1P1S1,
Cr,3,Cr_C1P2,
Cr,3,Cr_C1S2,
Cr,3,Cr_C2N1,
Cr,3,Cr_C2O1,
Cr,3,Cr_C2P1,
Cr,3,Cr_C2S1,
Cr,3,Cr_C3,
Cr,3,Cr_N1O1P1,
Cr,3,Cr_N1O1S1,
Cr,3,Cr_N1O2,
Cr,3,Cr_N1P1S1,
Cr,3,Cr_N1P2,
Cr,3,Cr_N1S2,
Cr,3,Cr_N2O1,
Cr,3,Cr_N2P1,
Cr,3,Cr_N2S1,
Cr,3,Cr_N3,
Cr,3,Cr_O1P1S1,
Cr,3,Cr_O1P2,
Cr,3,Cr_O1S2,
Cr,3,Cr_O2P1,
Cr,3,Cr_O2S1,
Cr,3,Cr_O3,
Cr,3,Cr_P1S2,
Cr,3,Cr_P2S1,
